Step,#Conferences,Payoff Per Video Reference,Happiness Per Video Reference,Avg Payoff in Window,Avg Happiness in Window
196,59,0.17491525423728788,-0.2203389830508231,0.2711654868164564,-0.12886016210115758
197,45,0.32355555555555543,0.022222222222227087,0.27140625000000007,-0.12816584967320085
198,42,0.7014285714285712,0.38095238095238737,0.2732428309945089,-0.1259914582062215
199,47,0.6021276595744679,0.212765957446803,0.2748072057484061,-0.12438012346928273
200,55,0.3252727272727272,-0.03636363636364804,0.27508655394524967,-0.12389291465378255
201,55,0.29636363636363616,-0.18181818181818046,0.27520368331498357,-0.12421179061154873
202,56,0.45339285714285704,-0.07142857142857115,0.2767444902888196,-0.12488678675656474
203,58,0.33706896551724125,-0.08620689655172525,0.2766613032984715,-0.12489943684633788
204,42,0.3107142857142853,-0.07142857142857266,0.2765023143489636,-0.12487422016502155
205,56,0.4419642857142857,-0.07142857142857319,0.2787939192590356,-0.12292358803986556
206,49,0.4938775510204078,0.22448979591836596,0.28035340314136126,-0.12082158679017165
207,45,0.8122222222222218,0.17777777777777992,0.28141821112006454,-0.12117244157936996
208,54,0.3492592592592589,3.795831961507769E-16,0.28021240185222474,-0.12150191262331238
209,47,0.07531914893617007,-0.21276595744680496,0.2812569353374358,-0.11923736507616108
210,38,0.44447368421052597,0.052631578947368994,0.2813544930759123,-0.11968058222985796
211,42,0.3049999999999999,-0.023809523809517057,0.28066518173534477,-0.12017819175862962
212,58,0.2748275862068961,-0.17241379310344593,0.2807377795769659,-0.11992713288128584
213,64,0.29125,-0.20312500000000144,0.28125884016973124,-0.12012527783390442
214,53,0.10773584905660351,-0.03773584905660915,0.2792332558844328,-0.12041620365693366
215,43,0.18395348837209277,-0.2790697674418561,0.2766521914764694,-0.12290446374469668
216,54,0.23407407407407407,1.2695605883445077E-15,0.27629203271735836,-0.12269009391093481
217,44,0.5311363636363633,0.15909090909089937,0.2771993942453306,-0.12185764765269946
218,63,0.4798412698412697,0.22222222222222193,0.27803389488550384,-0.11953999798244616
219,49,0.11795918367346905,-0.24489795918366586,0.2774959677419355,-0.12006048387096657
220,52,0.1501923076923076,-0.17307692307692277,0.2759262245515016,-0.12144728885305266
221,53,0.29641509433962226,4.040138244918361E-15,0.27454234216091017,-0.12194139562984477
222,53,0.6535849056603774,0.2075471698113343,0.2774602535721472,-0.11954115516200325
223,57,0.03456140350877194,-0.3684210526315693,0.2753302503267315,-0.12073992158439611
224,53,0.7415094339622639,0.18867924528301813,0.2779367469879517,-0.11897590361445665
225,39,0.09487179487179435,-0.30769230769230643,0.27598330987331576,-0.12215966217574797
226,50,0.4727999999999999,-1.0443035325380378E-17,0.27716311343523714,-0.121379726468221
227,50,0.39459999999999995,0.07999999999999727,0.2773945434410549,-0.12070874861572435
228,58,0.24362068965517236,-0.10344827586207135,0.27586352657004815,-0.12147745571658516
229,55,0.09927272727272707,-0.2545454545454582,0.2733937198067631,-0.12379227053140003
230,40,0.01449999999999988,-0.4499999999999836,0.2709199919387341,-0.12676340185409016
231,55,-0.06654545454545492,-0.3818181818181759,0.26803343067163404,-0.12858725203906862
232,55,0.28763636363636347,-0.05454545454545747,0.26849119275289357,-0.12843482637141324
233,52,0.4738461538461536,0.1346153846153828,0.27060237329042613,-0.12640788415124604
234,37,0.3505405405405401,0.21621621621622125,0.2690431103948426,-0.12661160354552686
235,52,0.07942307692307676,-0.211538461538466,0.2679889224572001,-0.1264853977844905
236,58,0.13844827586206881,-0.06896551724137535,0.26700573498339847,-0.1260690210282715
237,47,0.25638297872340376,-0.10638297872340119,0.2678572866344603,-0.12550322061191527
238,45,0.17355555555555519,-0.17777777777777853,0.2679567186713636,-0.12581781580271667
239,53,0.2271698113207545,-0.15094339622641229,0.26606822984804235,-0.12780517258729904
240,52,-0.11211538461538463,-0.42307692307692013,0.26479061807932325,-0.12824642641433365
241,41,-0.3270731707317073,-0.7317073170731817,0.263833266047638,-0.12918853451756054
242,46,0.45043478260869546,0.0217391304347844,0.2646219081272082,-0.12892478546188688
243,57,0.3812280701754385,-0.0701754385964986,0.2666162380231969,-0.12657589510842054
244,54,0.2399999999999998,-0.07407407407407357,0.26721628703890316,-0.12547873412618318
245,52,0.021730769230768894,-0.48076923076922673,0.26674385823600455,-0.12706403544099776
246,63,0.24587301587301594,-0.1587301587301643,0.26802856568094924,-0.1260309796821555
247,47,0.40234042553191485,0.02127659574467455,0.26870029195610556,-0.12483640390617035
248,52,0.07557692307692301,-0.48076923076920774,0.26680269373806376,-0.1267464066740365
249,41,0.2675609756097559,-0.09756097560975328,0.26742201650231395,-0.12537733950492938
250,46,0.2882608695652174,-0.21739130434784323,0.2680782774927052,-0.1251634973337347
251,59,0.19745762711864387,-0.40677966101694085,0.2664840687506279,-0.1280530706603668
252,43,0.6820930232558139,0.18604651162790775,0.2690640394088667,-0.12647029255051667
253,50,-0.05100000000000035,-0.5599999999999773,0.267872533225936,-0.12807088199758232
254,59,0.17999999999999977,-0.1864406779661046,0.2662179551623602,-0.12998894138936243
255,44,0.5615909090909086,1.6607611750465232E-15,0.26835595776772214,-0.12900955253896312
256,48,0.4297916666666664,0.10416666666666836,0.26864568670822403,-0.1280916951538295
257,51,0.2692156862745095,-0.19607843137255743,0.2679855247285883,-0.12927221552070653
258,35,0.4799999999999997,0.17142857142855109,0.26858019722278087,-0.12799356007244814
259,52,0.11269230769230758,-0.13461538461540576,0.26686412551543764,-0.12853263602534354
260,50,-0.012200000000000122,-0.22000000000000364,0.26369744518205557,-0.13035606517803164
261,51,0.5466666666666664,0.11764705882352229,0.26661502866914766,-0.127250779599637
262,60,0.21749999999999983,-0.20000000000001414,0.2666010050251254,-0.12773869346733596
263,47,0.5614893617021275,0.17021276595744939,0.2663520305589061,-0.12796542018496107
264,47,-0.04702127659574504,-0.340425531914908,0.2646836970733176,-0.12953836870159846
265,40,0.2452499999999996,-0.17500000000000587,0.2648198470209337,-0.1293276972624792
266,51,0.5480392156862741,0.15686274509802484,0.26673908670287644,-0.1274391470529063
267,49,0.3065306122448978,-0.2857142857142905,0.2662778057372921,-0.1289380976346245
268,54,-0.15351851851851872,-0.62962962962963,0.26449466478759787,-0.13146768673243342
269,41,0.13658536585365855,-0.39024390243902396,0.2654537214220966,-0.13133246046933192
270,61,0.23311475409836052,-0.13114754098360698,0.2640281973816714,-0.13272910372608218
271,44,0.6020454545454544,0.02272727272726893,0.26700654911838756,-0.13047858942065454
272,40,0.3594999999999996,-0.05000000000000552,0.2663077233313165,-0.12976406533575285
273,54,0.50537037037037,-0.07407407407407536,0.26723773052504257,-0.12969867983472708
274,45,0.2644444444444443,-0.22222222222222243,0.26779671271553873,-0.12937380256125813
275,64,-0.1868750000000002,-0.6093750000000093,0.26430572349858905,-0.13361547762998766
276,37,0.12999999999999987,-0.4324324324324321,0.2647381168634572,-0.13361590473307083
277,53,0.5469811320754716,0.15094339622641223,0.26540076721179057,-0.1339592166363819
278,55,0.790363636363636,0.36363636363632706,0.2689342198045731,-0.12964641885766107
279,46,0.3328260869565215,-0.13043478260868224,0.26900836440592535,-0.12869092008465186
280,48,0.14666666666666653,-0.2916666666666687,0.266708312342569,-0.13068010075566755
281,54,0.21388888888888855,-0.11111111111111122,0.2667720499395889,-0.13068868304470405
282,47,0.3968085106382977,0.0638297872340477,0.2666072327994356,-0.13125818474866527
283,45,0.09644444444444455,-0.31111111111110346,0.26459353278936204,-0.13286995063966955
284,56,0.1967857142857141,-0.28571428571429286,0.2653174363618067,-0.13311198309689104
285,34,0.7058823529411766,0.470588235294105,0.26739542384840204,-0.1294224372543091
286,60,0.6758333333333332,0.1333333333333312,0.2691242198510164,-0.12905174149385956
287,43,0.3637209302325578,0.046511627906976896,0.268407854984894,-0.12970795568982887
288,37,0.36297297297297304,-3.156634113258553E-15,0.2680318934194587,-0.12999596285829643
289,54,0.23925925925925892,-0.037037037037035966,0.2687245206861753,-0.12936427850655915
290,56,0.3053571428571425,-0.03571428571428347,0.26976601109430126,-0.12829046898638433
291,46,0.4378260869565214,0.021739130434776818,0.2702672718103881,-0.1276853252647505
292,52,0.36788461538461514,-0.03846153846153904,0.2694180534543618,-0.1283913262733234
293,53,0.612641509433962,0.15094339622641775,0.2690168567679416,-0.12899969718380958
294,50,0.49279999999999985,-0.05999999999999721,0.27020367009477697,-0.12855414398064138
295,50,-0.14860000000000004,-0.47999999999999937,0.26541229838709657,-0.13266129032258073
296,41,-0.06560975609756113,-0.6097560975609586,0.2637743465536379,-0.1349278433747099
297,55,0.2789090909090907,0.03636363636363649,0.26518174474959594,-0.13277463651050075
298,39,0.5051282051282047,0.10256410256410099,0.2670204164139881,-0.1314938346472609
299,39,0.02333333333333323,-0.48717948717948917,0.26761446515397064,-0.1318881685575364
300,52,0.06057692307692308,-0.4230769230769257,0.2660441787415136,-0.13405613537339137
301,45,0.18977777777777757,-0.04444444444444821,0.2677995134806403,-0.13166430164200274
302,48,0.4818749999999996,0.08333333333332898,0.26774409408901934,-0.13119740444083947
303,51,0.10607843137254871,-0.6470588235293846,0.26531522400162144,-0.13531319683762402
304,48,0.22145833333333306,0.083333333333332,0.2646626823338733,-0.13442058346839533
305,59,-0.08067796610169489,-0.5084745762711811,0.26401679991903626,-0.135715008602368
306,55,0.2876363636363634,-0.10909090909090416,0.26469897804310405,-0.13467570575736085
307,52,-0.30000000000000004,-0.5769230769230917,0.2619660537482317,-0.13689634269549383
308,47,0.10425531914893613,-0.17021276595744192,0.262370018207566,-0.13544406231033765
309,52,0.9109615384615382,0.6153846153846081,0.2643878787878786,-0.13252525252525235
310,42,0.49142857142857127,0.0952380952381041,0.26555263689634245,-0.13133966457870255
311,55,0.32581818181818184,-1.473411039641028E-15,0.26622805247225007,-0.13077699293642767
312,52,0.5763461538461537,0.07692307692307475,0.2694469674033705,-0.12735896659602372
313,48,0.0881249999999999,-0.18750000000000389,0.26784957092377565,-0.12811711256940933
314,43,0.15813953488372073,-0.2093023255813904,0.2668868495361031,-0.12908430818878572
315,61,0.25999999999999995,-0.03278688524589491,0.2669659754378899,-0.12824642641433448
316,41,0.585121951219512,0.09756097560975577,0.26939665592264284,-0.12610797743755023
317,57,0.08263157894736825,-0.24561403508771545,0.2701892299949671,-0.12511323603422234
318,41,0.34512195121951195,0.09756097560975201,0.26978263057260726,-0.12498742075072948
319,55,0.4447272727272724,-7.23562623957977E-15,0.2704998994166162,-0.12452222892778109
320,51,0.0617647058823527,-0.2745098039215511,0.2700040196965127,-0.12531403879007125
321,51,-0.15411764705882358,-0.31372549019607343,0.26819415134157354,-0.1258165008541854
322,54,-0.0875925925925929,-0.25925925925923815,0.26731024096385525,-0.12510040160642547
323,50,0.37759999999999994,-0.03999999999999853,0.27080445917444995,-0.12182384252284802
324,46,0.33456521739130407,-0.021739130434780953,0.27029131089904557,-0.12164741336012025
325,45,0.24222222222222203,-0.24444444444442984,0.27205950346768504,-0.12061513719971816
326,46,0.015217391304347431,-0.34782608695650036,0.2720622802611751,-0.12054244098442941
